Track Name,Artist Name(s),Album Name,Popularity,Energy,Tempo
Sandstorm,Darude,"Before the Storm, Special Edition",74,0.965,136.065
(Remember The Days Of The) Old Schoolyard,Yusuf / Cat Stevens,Izitso,0,0.61,145.964
Dreaming My Dreams with You,Colleen Hewett,Colleen,0,0.238,84.126
Downtown,Petula Clark,Downtown - The Best of Petula Clark,41,0.542,118.301
Get Ready,The Temptations,Gettin' Ready (Expanded Edition),66,0.737,132.966
Famous,Charli XCX,SUCKER,40,0.938,201.97
I'm Too Sexy,Right Said Fred,Up,63,0.739,122.113
Bad Boys (Theme from COPS),Inner Circle,Blazzin' Fire,72,0.722,87.858
Hate That I Love You,"Rihanna, Ne-Yo",Good Girl Gone Bad,59,0.722,93.992
My Life,Billy Joel,52nd Street,76,0.647,131.097
Let Go,Brian Cadd,The Best of Brian Cadd,0,0.428,120.252
Give It 2 Me,Madonna,Hard Candy,61,0.954,127.019
Starry Eyed,Ellie Goulding,Lights,0,0.812,149.86
Live Without It,Killing Heidi,Reflector,0,0.634,135.033
Hey Jealousy,Gin Blossoms,New Miserable Experience,68,0.797,152.903
Scarborough Fair / Canticle,Simon & Garfunkel,Greatest Hits,47,0.261,128.551
When Will I Be Famous?,Bros,The Best of Bros,40,0.781,123.476
Department of Youth,Alice Cooper,Welcome to My Nightmare,38,0.906,121.669
Overkill - Acoustic Version,Colin Hay,Man @ Work,57,0.259,133.849
This Is a Call,Foo Fighters,Foo Fighters,65,0.964,162.902
It's My Life,Bon Jovi,Bon Jovi Greatest Hits - The Ultimate Collection (Int'l Deluxe Package),0,0.931,120.01
Kill Em With Kindness,Selena Gomez,Revival (Deluxe),68,0.884,120.012
Sign of the Times,Harry Styles,Sign of the Times,3,0.575,120.019
We're Going Home,Vance Joy,Nation of Two,0,0.688,95.902
Sweet Dreams,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,69,0.822,121.969
Sorry,Justin Bieber,Purpose (Deluxe),84,0.76,99.945
You Need To Calm Down,Taylor Swift,Lover,85,0.671,85.026
C U When U Get There (feat. 40 thevz),"Coolio, 40 Thevz",My Soul,0,0.585,91.179
She's Not There,The Zombies,She's Not There,21,0.57,132.163
Church Of The Poison Mind - Remastered 2002,Culture Club,Colour By Numbers (Remastered / Expanded Edition),52,0.902,130.674
If Not for You,Olivia Newton-John,Hopelessly Devoted: The Hits,25,0.675,118.983
Hoops,The Rubens,Hoops,0,0.498,96.038
Ghostbusters,Ray Parker Jr.,Greatest Hits,62,0.719,115.4
I Love You Always Forever,Betty Who,The Valley,55,0.687,106.045
Lightning Crashes,Live,Throwing Copper,72,0.433,89.974
Make Me Lose Control,Eric Carmen,The Definitive Collection,58,0.619,109.029
Can't Let You Go (feat. Mike Shorey & Lil' Mo),"Fabolous, Mike Shorey, Lil' Mo",Street Dreams (Bonus Track),67,0.6,192.082
Watch Me (Whip / Nae Nae),Silentó,Watch Me (Whip / Nae Nae),0,0.768,139.982
Justified & Ancient,The KLF,Solid State Logik 1,53,0.953,111.134
Never Again,Nickelback,Silver Side Up,58,0.907,135.674
When I Die,No Mercy,Greatest Hits,36,0.495,147.914
When A Man Loves A Woman - Live,Jimmy Barnes,Barnestorming,0,0.763,172.594
Fake,"Lauv, Conan Gray",Fake,0,0.66,82.972
Business,Eminem,The Eminem Show,0,0.81,96.441
Closer,Travis,The Boy With No Name,0,0.581,108.108
Eyes Without A Face,Billy Idol,Rebel Yell,0,0.812,84.641
Sucker,Jonas Brothers,Sucker,7,0.734,137.958
I Know What You Want (feat. Flipmode Squad),"Busta Rhymes, Mariah Carey, Flipmode Squad",It Ain't Safe No More. . .,75,0.759,85.996
Rumors - Main,Lindsay Lohan,Speak,0,0.784,115.006
Throw Your Hands Up (Dancar Kuduro) (Original Radio Edit),Qwote feat. Pitbull & Lucenzo,Throw Your Hands Up (Dancar Kuduro),23,0.932,129.953
Rude Boy,Rihanna,Rated R,81,0.75,173.906
"Independent Women, Pt. 1",Destiny's Child,Survivor,70,0.602,97.954
All Your Exes,Julia Michaels,All Your Exes,23,0.608,112.067
Daylight,Maroon 5,Overexposed,0,0.66,119.987
Fly Me To The Moon,"Frank Sinatra, Count Basie",Ultimate Sinatra,66,0.365,119.344
Always on My Mind,Tiki Taane,"Past, Present, Future",54,0.301,119.963
Hurt Somebody (With Julia Michaels),"Noah Kahan, Julia Michaels",Hurt Somebody,59,0.559,114.987
The Shoop Shoop Song (It's In His Kiss),Cher,Love Hurts,72,0.61,117.04
In My Head,Jason Derulo,Jason Derulo (International),70,0.748,110.009
She Makes My Day,Robert Palmer,Heavy Nova (Bonus Tracks Version),45,0.661,79.963
Secret Love Song (feat. Jason Derulo),"Little Mix, Jason Derulo",Get Weird (Deluxe),0,0.643,92.962
California Girls,David Lee Roth,Crazy from the Heat,53,0.748,115.13
Ladies Night - Single Version,Kool & The Gang,Gold,0,0.753,111.79
Fix You,Coldplay,X&Y,87,0.417,138.178
Horses,"Teddy Cream, Szabo",Horses,31,0.681,115.988
One Summer,Daryl Braithwaite,Edge,54,0.587,83.399
How Long Will I Love You - Bonus Track,Ellie Goulding,Halcyon Days,59,0.304,126.078
Don't You Worry,Madasun,The Way It Is,29,0.493,103.635
Up Around The Bend,Creedence Clearwater Revival,Cosmo's Factory (Expanded Edition),69,0.85,130.318
Ass Back Home (feat. Neon Hitch),"Gym Class Heroes, Neon Hitch",Ass Back Home (feat. Neon Hitch),48,0.838,130.034
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,Shot Me Down (feat. Skylar Grey),59,0.772,192.118
She Cried,Jay & The Americans,Complete United Artists Singles,21,0.368,99.952
"Can't Get Enough Of Your Love, Babe",Barry White,Can't Get Enough,0,0.777,111.842
Women in Uniform - 1994 Remaster,Skyhooks,Guilty Until Proven Insane [remastered],39,0.824,178.821
We Are Done,The Madden Brothers,We Are Done,0,0.706,121.155
Jackie - Radio Edit,"BZ, Joanne",Jackie,48,0.994,137.112
Got to Get It,Culture Beat,Serenity,0,0.909,132.865
Circle,Marques Houston,Veteran,0,0.662,127.997
"Don't Cry For Me Argentina - From ""Evita""","Julie Covington, Andrew Lloyd Webber, Tim Rice",Unmasked: The Platinum Collection (Deluxe),37,0.213,70.075
It's Like That,"Run–D.M.C., Jason Nevins",Ultimate Run Dmc,0,0.966,129.002
Ahead of Myself,Jamie Lawson,Jamie Lawson,22,0.66,94.014
Is This How You Feel?,The Preatures,Blue Planet Eyes,55,0.807,184.894
Crazy for You,Madonna,Something to Remember,49,0.712,95.009
When You Were Sweet Sixteen,"The Fureys, Davey Arthur",The Fureys & Davy Arthur Live,43,0.399,104.167
Jackson,"Nancy Sinatra, Lee Hazlewood",Nancy & Lee,0,0.854,141.395
You've Got Your Troubles - Remastered,The Fortunes,The Very Best (Remastered),43,0.764,131.469
2 Be Loved (Am I Ready),Lizzo,Special,80,0.769,155.932
Underneath Your Clothes,Shakira,Laundry Service,69,0.597,165.508
Sweet Jane,Garrett Kato,That Low and Lonesome Sound,0,0.451,119.918
Emotions,Mariah Carey,Emotions,66,0.752,114.851
Don't Be Cruel,Cheap Trick,Lap Of Luxury,50,0.497,168.065
My Love,"Route 94, Jess Glynne",My Love,0,0.595,119.99
You Spin Me Round (Like a Record),Dead Or Alive,Youthquake,0,0.851,128.103
Higher,"Sigma, Labrinth",Higher,0,0.877,85.409
Baby I'm A Queen,Sofi Tukker,Baby I'm A Queen,23,0.813,119.965
Just Dance,"Lady Gaga, Colby O'Donis",The Fame Monster (Deluxe),0,0.732,119.002
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,Bad (Remastered),69,0.854,114.472
If I Could,1927,20... Ish Anniversary Edition,0,0.599,97.143
You'll Never Find Another Love Like Mine,Lou Rawls,All Things In Time,67,0.718,110.623
Love Potion No. 9,The Clovers,United Artists Black Singles 1959-1967: ''Motor City To Central Park'',0,0.712,128.758
No One Else Comes Close,Joe,All That I Am,62,0.531,110.092
The One That You Love,Air Supply,The One That You Love,63,0.479,109.973
Have You Ever Seen The Rain?,Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),0,0.697,116.109
Come Out and Play,The Offspring,Smash,78,0.77,158.29
X-Files Theme (Skitz Radio Mix),"Triple X, Nick Skitz",X-Files Theme,19,0.776,156.863
Over Now (with The Weeknd),"Calvin Harris, The Weeknd",Over Now (with The Weeknd),41,0.89,177.995
Cream,Prince,Diamonds and Pearls,0,0.604,115.588
If I Let You Go - Radio Edit,Westlife,Westlife,0,0.697,181.995
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),4,0.766,127.96
More Than A Woman,Bee Gees,Greatest,73,0.683,105.955
Babooshka,Kate Bush,Never for Ever,63,0.439,107.173
Dancing With The Devil,Demi Lovato,Dancing With The Devil,54,0.64,75.245
Tomorrow,Silverchair,Frogstomp (Deluxe Edition) [Remastered],67,0.714,151.412
Kissing a Fool - Remastered,George Michael,Faith,59,0.384,77.949
Girlfriend,Avril Lavigne,The Best Damn Thing (Expanded Edition),78,0.959,163.983
You Belong To Me,The Duprees,For Collectors Only,43,0.36,97.63
How Can We Be Lovers,Michael Bolton,Soul Provider,57,0.708,207.424
I Love This Life,Kim Cesarion,Undressed,38,0.702,140.007
Lay All Your Love On Me,Erasure,Abba-Esque,0,0.887,131.991
Most Girls,P!nk,Can't Take Me Home (Expanded Edition),55,0.732,97.922
Green Light,Lorde,Melodrama,0,0.714,128.924
A Little Bit (Double M’s Radio Edit),Pandora,Skitzmix 2 (Mixed by Nick Skitz),36,0.817,131.994
Fred Astaire,San Cisco,San Cisco,46,0.676,209.591
Counting The Beat,The Swingers,Counting The Beat,53,0.705,193.668
Say Something (feat. Chris Stapleton),"Justin Timberlake, Chris Stapleton",Man of the Woods,74,0.632,97.04
Fast Car,Tracy Chapman,Tracy Chapman,83,0.292,103.951
Rock That Body,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],60,0.907,124.992
Losing Friends over Love,Eskimo Joe,Inshalla (Standard),17,0.715,95.919
Jet Lag (feat. Natasha Bedingfield),"Simple Plan, Natasha Bedingfield",Get Your Heart On! (Deluxe Edition),66,0.962,144.984
Mirrors,Justin Timberlake,The 20/20 Experience,0,0.512,76.899
Foundations - Edit,Kate Nash,Just The Hits: Girl Power,8,0.855,84.489
Do It Like That,Ricki-Lee,Fear & Freedom,10,0.888,198.954
Golden Brown,The Stranglers,La Folie,73,0.383,93.764
Runnin' (Dying To Live),"2Pac, The Notorious B.I.G.",Resurrection (Music From And Inspired By The Motion Picture),0,0.799,165.964
Where Did All the Love Go?,Kasabian,West Ryder Pauper Lunatic Asylum,58,0.833,134.007
We R Who We R,Kesha,Animal + Cannibal (Deluxe Edition),0,0.802,119.995
For the First Time,The Script,Science & Faith,64,0.629,173.794
Flaunt it,TV Rock feat. Seany B,Reflection sessions Vol.1,0,0.507,127.329
Paparazzi,Lady Gaga,The Fame,76,0.692,114.906
lie to me,"Tate McRae, Ali Gatie",lie to me,64,0.392,138.065
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),79,0.485,136.961
Eagle Rock - 2011 Remaster,Daddy Cool,Daddy Who? Daddy Cool (40th Anniversary Edition),61,0.776,125.536
Unorthodox - Radio Edit,"Wretch 32, Example",Unorthodox,1,0.956,112.011
Rain,The Script,Freedom Child,63,0.586,93.02
Can't Take My Eyes Off of You - (I Love You Baby),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,73,0.662,88.926
Rich Girl,Selwyn,Meant To Be,45,0.567,90.094
Beautiful Day,U2,All That You Can't Leave Behind,78,0.928,136.258
Hold My Girl,George Ezra,Staying at Tamara's,76,0.527,121.941
Hey Sexy Lady,"Shaggy, Brian & Tony Gold",Lucky Day,72,0.554,101.783
Too Young to Be Married - 1999 Remaster,The Hollies,Confessions of the Mind (Expanded Edition),29,0.327,93.701
Don't You Want Me - Edit,Felix,90s 100 Hits,43,0.802,127.964
Whatever You Like,T.I.,Paper Trail,77,0.687,150.053
HEAT,"Paul Woolford, Amber Mark",HEAT,57,0.542,122.03
Breakin' In A Brand New Broken Heart,Connie Francis,The Very Best Of Connie Francis - Connie 21 Biggest Hits,0,0.163,83.139
Jackson’s Last Stand - Radio Edit,Ou Est Le Swimming Pool,Jackson’s Last Stand,28,0.896,120.016
Do It Now - Radio Edit,Mashd N Kutcher,Do It Now,38,0.987,128.01
Right in the Night (feat. Plavka) - Fall in Love with Music,"Jam & Spoon, Plavka",Tripomatic Fairytales 2001 (Deluxe Edition),0,0.946,137.015
All I Have (feat. LL Cool J),"Jennifer Lopez, LL COOL J",This Is Me...Then,58,0.668,83.074
Power of a Woman,Eternal,Power Of A Woman/Club #1,36,0.739,106.39
Jump,Kris Kross,Totally Krossed Out,71,0.745,101.972
Faded,Alan Walker,Faded,1,0.651,90.011
Poison & Wine,The Civil Wars,Barton Hollow,48,0.171,153.948
The Old Man Down The Road,John Fogerty,Centerfield - 25th Anniversary,0,0.809,133.838
Whole Again,Atomic Kitten,Atomic Kitten,50,0.715,94.011
Fortune Teller - Mono,The Rolling Stones,The Rolling Stones In Mono (Remastered 2016),17,0.936,172.567
You Don't Scare Me,Josh Pyke,Chimney's Afire,0,0.734,90.97
Hopelessly Devoted To You - From “Grease” Soundtrack,Olivia Newton-John,Gold,0,0.481,110.368
Too Fake,Hockey,Mind Chaos,17,0.653,138.45
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),74,0.0549,152.037
I Will Always Love You,Whitney Houston,The Bodyguard - Original Soundtrack Album,81,0.214,67.531
Kiss You,One Direction,Take Me Home: Yearbook Edition,0,0.934,89.992
Pump It,Black Eyed Peas,Monkey Business,80,0.931,153.649
The Distance,CAKE,Fashion Nugget,64,0.752,183.569
Jar of Hearts,Christina Perri,lovestrong.,75,0.348,74.541
What You've Done to Me,Samantha Jade,Samantha Jade,46,0.757,127.541
Hazard,Richard Marx,Greatest Hits,51,0.546,124.846
(If You're Not In It For Love) I'm Outta Here!,Shania Twain,The Woman In Me,0,0.761,120.056
Gold Digger,"Kanye West, Jamie Foxx",Late Registration,56,0.672,92.472
Same Love (feat. Mary Lambert),"Macklemore & Ryan Lewis, Mary Lambert",The Heist (Deluxe Edition),0,0.475,84.899
Break Me Shake Me,Savage Garden,Savage Garden,0,0.676,110.16
On the Rebound,Floyd Cramer,The Essential Floyd Cramer,21,0.687,151.025
Reuben James,Kenny Rogers & The First Edition,The Very Best of Kenny Rogers & The First Edition,0,0.61,92.772
Lost In Love,Air Supply,Lost In Love,47,0.421,114.393
Fly Away,Lenny Kravitz,5,78,0.872,159.925
Blowin' in the Wind,"Peter\, Paul and Mary",In the Wind,58,0.0848,155.036
I Ran (So Far Away),A Flock Of Seagulls,The Best Of,43,0.659,146.227
Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE - Platinum Edition,72,0.584,193.438
Four And Twenty Hours,Nana Mouskouri,Super Best (Remastered),12,0.441,132.338
New Divide,Linkin Park,Iridescent,55,0.808,117.971
You're My World (Il Mio Mondo) - Mono,Cilla Black,The Best of Cilla Black (Mono Edition),10,0.416,96.995
Little Talks,Of Monsters and Men,My Head Is An Animal,83,0.757,102.961
Boys Like You,"360, Gossling",Falling & Flying,55,0.688,145.964
You're The One That I Want - From “Grease”,"John Travolta, Olivia Newton-John",Gold,0,0.766,106.6
Starstruck (with Kylie Minogue),"Years & Years, Kylie Minogue",Starstruck (with Kylie Minogue),40,0.867,113.971
"Hey Baby (Uhh, ahh)","Anton, DJ Ötzi",Das Album,50,0.961,135.1
Picture Of You,Boyzone,A Different Beat,64,0.919,116.649
I Like It,"Enrique Iglesias feat. Pitbull, Jason Nevins",Jersey Shore,0,0.892,128.973
Home - feat. Michael Bublé,"Blake Shelton, Michael Bublé","Cheers, it's Christmas.",0,0.455,127.856
Two of Us,Louis Tomlinson,Two of Us,52,0.605,127.107
Radio Ga Ga - Remastered 2011,Queen,The Works (2011 Remaster),77,0.502,112.344
Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),77,0.633,93.995
Some Girls,Racey,The Best Of Racey,50,0.844,91.3
Time After Time,Cyndi Lauper,She's So Unusual,0,0.449,130.388
Zombie,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),0,0.649,166.915
Looking Through the Eyes of a Beautiful Girl,Autumn,Song to Raymondo,0,0.92,121.116
Hangin' Tough,New Kids On The Block,Hangin' Tough,54,0.552,90.775
Turn A Blind Eye,Hunters & Collectors,Greatest Hits Live,0,0.806,125.451
Yummy,Justin Bieber,Yummy,69,0.514,145.921
Don't Stand So Close To Me,The Police,The Very Best Of Sting And The Police,0,0.531,140.369
Boys In Town,Divinyls,Essential,33,0.839,158.425
Raindrops,Dee Clark,Raindrops (The Hits Book),21,0.764,121.16
Shadow of the Day,Linkin Park,Minutes to Midnight,69,0.393,110.007
Love Lies (with Normani),"Khalid, Normani",Love Lies (with Normani),76,0.648,143.955
And When I Die,"Blood\, Sweat & Tears","Blood, Sweat & Tears (Expanded Edition)",49,0.439,127.589
Cry for You,September,Dancing Shoes,72,0.881,130.018
Under The Water,Merril Bainbridge,The Garden,36,0.641,103.92
Superstar,Dami Im,Classic Carpenters,18,0.373,76.91
Beverly Hills,Weezer,Make Believe,75,0.823,87.904
Seven Nation Army,The White Stripes,Elephant,0,0.466,123.889
3AM Eternal - Live at the S.S.L.,The KLF,Solid State Logik 1,52,0.977,119.303
New Americana,Halsey,BADLANDS (Deluxe),0,0.711,86.976
These Days - Two Hands Version,Powderfinger,Fingerprints & Footprints - The Ultimate Collection,39,0.64,82.347
Love Is A War,Rogue Traders,The Sound Of Drums,7,0.961,167.084
Two Is Better Than One (feat. Taylor Swift),"BOYS LIKE GIRLS, Taylor Swift",Love Drunk,68,0.702,127.976
I Love You More and More Every Day - Remastered,Al Martino,Crooner (Remastered),0,0.275,103.249
Mr. Vain - Original Radio Edit,Culture Beat,Mr. Vain,73,0.997,132.872
Wish You Were Here,Pink Floyd,Wish You Were Here,79,0.262,122.861
Snowbird,Liv Maessen,Good Old Aussie Country,0,0.424,108.786
Amazing,Alex Lloyd,Amazing - The Best Of,30,0.778,99.973
Seven Nation Army,The White Stripes,Elephant,7,0.462,123.865
Harper Valley P.T.A.,Jeannie C. Riley,Harper Valley P.T.A. (The Plantation Recordings 1968-70),55,0.448,122.318
I Think I'm in Love with You,Jessica Simpson,Sweet Kisses,55,0.815,106.001
The Loved One,The Loved Ones,Magic Box,30,0.496,100.063
Teardrop,Massive Attack,Mezzanine,75,0.419,76.997
Don't Go,Yazoo,Upstairs at Eric's,69,0.411,126.236
Miss Freelove '69,Hoodoo Gurus,Electric Soup,20,0.971,131.363
What It's Like,Everlast,Whitey Ford Sings The Blues,0,0.584,85.191
Brand New Me,Alicia Keys,Girl On Fire,54,0.328,145.222
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld, Alesso, Florida Georgia Line, WATT","Let Me Go (with Alesso, Florida Georgia Line & watt)",0,0.717,103.036
Weather With You,Crowded House,Woodface,73,0.614,93.982
The Best Thing (2008) - Radio Edit,Hook N Sling,The Best Thing (2008),31,0.768,128.009
Poetry In Motion,Johnny Tillotson,25 All-Time Greatest Hits,0,0.708,135.247
Levels - Radio Edit,Avicii,Levels,0,0.881,126.035
It's You,Ali Gatie,It's You,1,0.463,95.971
Dancing On My Own,Calum Scott,Only Human (Deluxe),83,0.174,112.672
1981,Gyroscope,Breed Obsession,25,0.96,151.944
Down Among The Dead Men,Flash and the Pan,Collection,35,0.915,142.793
The Wanderer,Donna Summer,The Wanderer,34,0.631,137.179
It's Not Over,Daughtry,Daughtry,58,0.92,145.944
Hotel Room Service,Pitbull,Hotel Room Service,66,0.599,126.003
One Thing,One Direction,Up All Night,76,0.718,126.999
Lucky,"Jason Mraz, Colbie Caillat",We Sing. We Dance. We Steal Things.,76,0.414,130.088
Born Slippy (Nuxx),Underworld,1992-2002,0,0.954,140.037
Dreamin',Johnny Burnette,25 Greatest Hits,17,0.46,75.058
Counting Stars,OneRepublic,Native,78,0.705,122.017
Knockin' On Heaven's Door,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),78,0.396,140.208
Higher,Creed,Human Clay,75,0.83,155.827
Substitute,Peaches,Substitute,16,0.844,103.537
Things,Bobby Darin,The Ultimate Bobby Darin,32,0.558,174.704
Let Me In,The Sensations,Let Me In,4,0.848,130.446
Mmm Mmm Mmm Mmm,Crash Test Dummies,God Shuffled His Feet,54,0.575,92.934
Stone Cold Sober,Paloma Faith,Do You Want The Truth Or Something Beautiful?,0,0.927,105.161
Leaning on a Lamp Post - 2002 Remaster,Herman's Hermits,Into Something Good (The Mickie Most Years 1964-1972),11,0.654,128.357
Fast Fuse,Kasabian,West Ryder Pauper Lunatic Asylum,49,0.991,175.064
Good Clean Fun,The Monkees,"The Monkees Present: Micky, David & Michael",16,0.836,110.563
